ensgene	entrez	symbol	chr	start	end	strand	biotype	description
ENSG00000198339	8370	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8368	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8366	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8367	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8365	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8364	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8362	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8363	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8361	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8360	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8359	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198339	8294	HIST1H4I	6	27107076	27108418	1	protein_coding	histone cluster 1, H4i [Source:HGNC Symbol;Acc:4793]
ENSG00000198342	79973	ZNF442	19	12460185	12476719	-1	protein_coding	zinc finger protein 442 [Source:HGNC Symbol;Acc:20877]
ENSG00000198346	126017	ZNF813	19	53970989	54006950	1	protein_coding	zinc finger protein 813 [Source:HGNC Symbol;Acc:33257]
ENSG00000198353	3221	HOXC4	12	54410715	54449813	1	protein_coding	homeobox C4 [Source:HGNC Symbol;Acc:5126]
ENSG00000198354	340578	DCAF12L2	X	125298337	125300080	-1	protein_coding	DDB1 and CUL4 associated factor 12-like 2 [Source:HGNC Symbol;Acc:32950]
ENSG00000198355	415116	PIM3	22	50354161	50357728	1	protein_coding	pim-3 oncogene [Source:HGNC Symbol;Acc:19310]
ENSG00000198356	439	ASNA1	19	12847953	12859137	1	protein_coding	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:752]
ENSG00000198363	444	ASPH	8	62413116	62627155	-1	protein_coding	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:757]
ENSG00000198366	8968	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8356	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8357	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8358	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8354	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8355	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8353	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8352	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8351	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198366	8350	HIST1H3A	6	26020718	26021186	1	protein_coding	histone cluster 1, H3a [Source:HGNC Symbol;Acc:4766]
ENSG00000198369	200734	SPRED2	2	65537985	65659771	-1	protein_coding	sprouty-related, EVH1 domain containing 2 [Source:HGNC Symbol;Acc:17722]
ENSG00000198373	11060	WWP2	16	69796209	69975644	1	protein_coding	WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:16804]
ENSG00000198374	85235	HIST1H2AL	6	27833034	27833606	1	protein_coding	histone cluster 1, H2al [Source:HGNC Symbol;Acc:4730]
ENSG00000198374	8969	HIST1H2AL	6	27833034	27833606	1	protein_coding	histone cluster 1, H2al [Source:HGNC Symbol;Acc:4730]
ENSG00000198374	8336	HIST1H2AL	6	27833034	27833606	1	protein_coding	histone cluster 1, H2al [Source:HGNC Symbol;Acc:4730]
ENSG00000198374	8332	HIST1H2AL	6	27833034	27833606	1	protein_coding	histone cluster 1, H2al [Source:HGNC Symbol;Acc:4730]
ENSG00000198374	8330	HIST1H2AL	6	27833034	27833606	1	protein_coding	histone cluster 1, H2al [Source:HGNC Symbol;Acc:4730]
ENSG00000198374	8329	HIST1H2AL	6	27833034	27833606	1	protein_coding	histone cluster 1, H2al [Source:HGNC Symbol;Acc:4730]
ENSG00000198380	2673	GFPT1	2	69546905	69614382	-1	protein_coding	glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:4241]
ENSG00000198382	7405	UVRAG	11	75526212	75854239	1	protein_coding	UV radiation resistance associated [Source:HGNC Symbol;Acc:12640]
ENSG00000198390	140258	KRTAP13-1	21	31768392	31769136	1	protein_coding	keratin associated protein 13-1 [Source:HGNC Symbol;Acc:18924]
ENSG00000198393	7574	ZNF26	12	133562951	133589154	1	protein_coding	zinc finger protein 26 [Source:HGNC Symbol;Acc:13053]
ENSG00000198398	131920	TMEM207	3	190146444	190167665	-1	protein_coding	transmembrane protein 207 [Source:HGNC Symbol;Acc:33705]
ENSG00000198399	50618	ITSN2	2	24425733	24583583	-1	protein_coding	intersectin 2 [Source:HGNC Symbol;Acc:6184]
ENSG00000198400	4914	NTRK1	1	156785432	156851642	1	protein_coding	neurotrophic tyrosine kinase, receptor, type 1 [Source:HGNC Symbol;Acc:8031]
ENSG00000198408	10724	MGEA5	10	103544200	103578696	-1	protein_coding	meningioma expressed antigen 5 (hyaluronidase) [Source:HGNC Symbol;Acc:7056]
ENSG00000198417	4494	MT1F	16	56691606	56694610	1	protein_coding	metallothionein 1F [Source:HGNC Symbol;Acc:7398]
ENSG00000198420	101930003	FAM115A	7	143548468	143599291	-1	protein_coding	family with sequence similarity 115, member A [Source:HGNC Symbol;Acc:22201]
ENSG00000198420	100294033	FAM115A	7	143548468	143599291	-1	protein_coding	family with sequence similarity 115, member A [Source:HGNC Symbol;Acc:22201]
ENSG00000198420	9747	FAM115A	7	143548468	143599291	-1	protein_coding	family with sequence similarity 115, member A [Source:HGNC Symbol;Acc:22201]
ENSG00000198429	7620	ZNF69	19	11998599	12025144	1	protein_coding	zinc finger protein 69 [Source:HGNC Symbol;Acc:13138]
ENSG00000198431	7296	TXNRD1	12	104609557	104744061	1	protein_coding	thioredoxin reductase 1 [Source:HGNC Symbol;Acc:12437]
ENSG00000198435	441478	NRARP	9	140194083	140196703	-1	protein_coding	NOTCH-regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:33843]
ENSG00000198440	147949	ZNF583	19	56909335	56947404	1	protein_coding	zinc finger protein 583 [Source:HGNC Symbol;Acc:26427]
ENSG00000198443	85285	KRTAP4-1	17	39340354	39341594	-1	protein_coding	keratin associated protein 4-1 [Source:HGNC Symbol;Acc:18907]
ENSG00000198444	474383	F8A2	X	154611749	154613449	1	protein_coding	coagulation factor VIII-associated 2 [Source:HGNC Symbol;Acc:31849]
ENSG00000198444	474384	F8A2	X	154611749	154613449	1	protein_coding	coagulation factor VIII-associated 2 [Source:HGNC Symbol;Acc:31849]
ENSG00000198444	8263	F8A2	X	154611749	154613449	1	protein_coding	coagulation factor VIII-associated 2 [Source:HGNC Symbol;Acc:31849]
ENSG00000198445	150160	CCT8L2	22	17071667	17073700	-1	protein_coding	chaperonin containing TCP1, subunit 8 (theta)-like 2 [Source:HGNC Symbol;Acc:15553]
ENSG00000198453	374900	ZNF568	19	37407231	37489602	1	protein_coding	zinc finger protein 568 [Source:HGNC Symbol;Acc:25392]
ENSG00000198454	101928638	C9orf141	9	139863695	139866442	1	protein_coding	chromosome 9 open reading frame 141 [Source:HGNC Symbol;Acc:18147]
ENSG00000198455	158586	ZXDB	X	57618269	57623906	1	protein_coding	zinc finger, X-linked, duplicated B [Source:HGNC Symbol;Acc:13199]
ENSG00000198464	147657	ZNF480	19	52800430	52829175	1	protein_coding	zinc finger protein 480 [Source:HGNC Symbol;Acc:23305]
ENSG00000198466	84914	ZNF587	19	58361225	58376480	1	protein_coding	zinc finger protein 587 [Source:HGNC Symbol;Acc:30955]
ENSG00000198467	7169	TPM2	9	35681989	35691017	-1	protein_coding	tropomyosin 2 (beta) [Source:HGNC Symbol;Acc:12011]
ENSG00000198471	344892	RTP2	3	187416047	187420345	-1	protein_coding	receptor (chemosensory) transporter protein 2 [Source:HGNC Symbol;Acc:32486]
ENSG00000198477	140883	ZNF280B	22	22838767	22863505	-1	protein_coding	zinc finger protein 280B [Source:HGNC Symbol;Acc:23022]
ENSG00000198478	83699	SH3BGRL2	6	80341000	80413372	1	protein_coding	SH3 domain binding glutamic acid-rich protein like 2 [Source:HGNC Symbol;Acc:15567]
ENSG00000198482	388558	ZNF808	19	53030905	53067717	1	protein_coding	zinc finger protein 808 [Source:HGNC Symbol;Acc:33230]
ENSG00000198483	148741	ANKRD35	1	145549230	145568526	1	protein_coding	ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:26323]
ENSG00000198488	192134	B3GNT6	11	76745385	76753096	1	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase) [Source:HGNC Symbol;Acc:24141]
ENSG00000198492	51441	YTHDF2	1	29063133	29096287	1	protein_coding	YTH domain family, member 2 [Source:HGNC Symbol;Acc:31675]
ENSG00000198498	55319	TMA16	4	164415594	164441691	1	protein_coding	translation machinery associated 16 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25638]
ENSG00000198502	3127	HLA-DRB5	6	32485120	32498064	-1	protein_coding	major histocompatibility complex, class II, DR beta 5 [Source:HGNC Symbol;Acc:4953]
ENSG00000198513	51062	ATL1	14	50999227	51099786	1	protein_coding	atlastin GTPase 1 [Source:HGNC Symbol;Acc:11231]
ENSG00000198515	1259	CNGA1	4	47937994	48018689	-1	protein_coding	cyclic nucleotide gated channel alpha 1 [Source:HGNC Symbol;Acc:2148]
ENSG00000198517	7975	MAFK	7	1570350	1582679	1	protein_coding	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K [Source:HGNC Symbol;Acc:6782]
ENSG00000198518	554313	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	121504	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8370	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8368	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8366	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8367	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8365	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8364	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8362	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8363	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8361	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8360	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8359	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198518	8294	HIST1H4E	6	26204858	26206266	1	protein_coding	histone cluster 1, H4e [Source:HGNC Symbol;Acc:4790]
ENSG00000198520	339541	C1orf228	1	45140364	45191263	1	protein_coding	chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:34345]
ENSG00000198521	7594	ZNF43	19	21987752	22034927	-1	protein_coding	zinc finger protein 43 [Source:HGNC Symbol;Acc:13109]
ENSG00000198522	11321	GPN1	2	27851114	27874375	1	protein_coding	GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:17030]
ENSG00000198523	5350	PLN	6	118869461	118881893	1	protein_coding	phospholamban [Source:HGNC Symbol;Acc:9080]
ENSG00000198535	145741	C2CD4A	15	62359176	62363116	1	protein_coding	C2 calcium-dependent domain containing 4A [Source:HGNC Symbol;Acc:33627]
ENSG00000198538	7576	ZNF28	19	53300662	53360853	-1	protein_coding	zinc finger protein 28 [Source:HGNC Symbol;Acc:13073]
ENSG00000198542	9358	ITGBL1	13	102104966	102375456	1	protein_coding	integrin, beta-like 1 (with EGF-like repeat domains) [Source:HGNC Symbol;Acc:6164]
ENSG00000198546	118472	ZNF511	10	135121979	135166033	1	protein_coding	zinc finger protein 511 [Source:HGNC Symbol;Acc:28445]
ENSG00000198551	101928434	ZNF627	19	11670189	11729950	1	protein_coding	zinc finger protein 627 [Source:HGNC Symbol;Acc:30570]
ENSG00000198551	199692	ZNF627	19	11670189	11729950	1	protein_coding	zinc finger protein 627 [Source:HGNC Symbol;Acc:30570]
ENSG00000198553	283518	KCNRG	13	50589390	50595058	1	protein_coding	potassium channel regulator [Source:HGNC Symbol;Acc:18893]
ENSG00000198554	11169	WDHD1	14	55405668	55493823	-1	protein_coding	WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:23170]
ENSG00000198556	285989	ZNF789	7	99070464	99101273	1	protein_coding	zinc finger protein 789 [Source:HGNC Symbol;Acc:27801]
ENSG00000198558	554313	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	121504	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8370	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8368	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8366	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8367	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8365	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8364	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8362	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8363	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8361	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8360	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8359	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198558	8294	HIST1H4L	6	27840926	27841289	-1	protein_coding	histone cluster 1, H4l [Source:HGNC Symbol;Acc:4791]
ENSG00000198561	1500	CTNND1	11	57520715	57587018	1	protein_coding	catenin (cadherin-associated protein), delta 1 [Source:HGNC Symbol;Acc:2515]
ENSG00000198563	692199	DDX39B	6	31497996	31510225	-1	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:HGNC Symbol;Acc:13917]
ENSG00000198563	7919	DDX39B	6	31497996	31510225	-1	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:HGNC Symbol;Acc:13917]
ENSG00000198569	142680	SLC34A3	9	140125209	140131006	1	protein_coding	solute carrier family 34 (type II sodium/phosphate contransporter), member 3 [Source:HGNC Symbol;Acc:20305]
ENSG00000198570	343035	RD3	1	211649864	211666259	-1	protein_coding	retinal degeneration 3 [Source:HGNC Symbol;Acc:19689]
ENSG00000198573	171489	SPANXC	X	140335596	140336629	-1	protein_coding	SPANX family, member C [Source:HGNC Symbol;Acc:14331]
ENSG00000198573	64663	SPANXC	X	140335596	140336629	-1	protein_coding	SPANX family, member C [Source:HGNC Symbol;Acc:14331]
ENSG00000198574	117157	SH2D1B	1	162365056	162381928	-1	protein_coding	SH2 domain containing 1B [Source:HGNC Symbol;Acc:30416]
ENSG00000198576	23237	ARC	8	143692405	143696833	-1	protein_coding	activity-regulated cytoskeleton-associated protein [Source:HGNC Symbol;Acc:648]
ENSG00000198580	NA	AC073343.1	7	6713376	6715991	1	protein_coding	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0Y5S2]
ENSG00000198585	131870	NUDT16	3	131100515	131107674	1	protein_coding	nudix (nucleoside diphosphate linked moiety X)-type motif 16 [Source:HGNC Symbol;Acc:26442]
ENSG00000198586	9874	TLK1	2	171847333	172087824	-1	protein_coding	tousled-like kinase 1 [Source:HGNC Symbol;Acc:11841]
ENSG00000198589	987	LRBA	4	151185594	151936879	-1	protein_coding	LPS-responsive vesicle trafficking, beach and anchor containing [Source:HGNC Symbol;Acc:1742]
ENSG00000198590	339883	C3orf35	3	37427760	37476988	1	protein_coding	chromosome 3 open reading frame 35 [Source:HGNC Symbol;Acc:24082]
ENSG00000198597	9745	ZNF536	19	30719197	31204445	1	protein_coding	zinc finger protein 536 [Source:HGNC Symbol;Acc:29025]
ENSG00000198598	4326	MMP17	12	132312938	132336328	1	protein_coding	matrix metallopeptidase 17 (membrane-inserted) [Source:HGNC Symbol;Acc:7163]
ENSG00000198601	391194	OR2M2	1	248343288	248344331	1	protein_coding	olfactory receptor, family 2, subfamily M, member 2 [Source:HGNC Symbol;Acc:8268]
ENSG00000198604	11177	BAZ1A	14	35221937	35344853	-1	protein_coding	bromodomain adjacent to zinc finger domain, 1A [Source:HGNC Symbol;Acc:960]
ENSG00000198610	1109	AKR1C4	10	5237425	5260912	1	protein_coding	aldo-keto reductase family 1, member C4 [Source:HGNC Symbol;Acc:387]
ENSG00000198612	10920	COPS8	2	237993955	238009109	1	protein_coding	COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:24335]
ENSG00000198624	26112	CCDC69	5	150560613	150603706	-1	protein_coding	coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:24487]
ENSG00000198625	4194	MDM4	1	204485511	204542871	1	protein_coding	Mdm4 p53 binding protein homolog (mouse) [Source:HGNC Symbol;Acc:6974]
ENSG00000198626	6262	RYR2	1	237205505	237997288	1	protein_coding	ryanodine receptor 2 (cardiac) [Source:HGNC Symbol;Acc:10484]
ENSG00000198633	147658	ZNF534	19	52932440	52955568	1	protein_coding	zinc finger protein 534 [Source:HGNC Symbol;Acc:26337]
ENSG00000198642	55958	KLHL9	9	21329670	21335379	-1	protein_coding	kelch-like family member 9 [Source:HGNC Symbol;Acc:18732]
ENSG00000198643	131177	FAM3D	3	58619673	58652575	-1	protein_coding	family with sequence similarity 3, member D [Source:HGNC Symbol;Acc:18665]
ENSG00000198646	23054	NCOA6	20	33284722	33413452	-1	protein_coding	nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:15936]
ENSG00000198648	27347	STK39	2	168810530	169104651	-1	protein_coding	serine threonine kinase 39 [Source:HGNC Symbol;Acc:17717]
ENSG00000198650	6898	TAT	16	71599563	71611033	-1	protein_coding	tyrosine aminotransferase [Source:HGNC Symbol;Acc:11573]
ENSG00000198657	283162	OR8B4	11	124293807	124294789	-1	protein_coding	olfactory receptor, family 8, subfamily B, member 4 [Source:HGNC Symbol;Acc:8473]
ENSG00000198663	221477	C6orf89	6	36839646	36896740	1	protein_coding	chromosome 6 open reading frame 89 [Source:HGNC Symbol;Acc:21114]
ENSG00000198668	808	CALM1	14	90862846	90874605	1	protein_coding	calmodulin 1 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1442]
ENSG00000198668	805	CALM1	14	90862846	90874605	1	protein_coding	calmodulin 1 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1442]
ENSG00000198668	801	CALM1	14	90862846	90874605	1	protein_coding	calmodulin 1 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1442]
ENSG00000198670	4018	LPA	6	160952515	161087407	-1	protein_coding	lipoprotein, Lp(a) [Source:HGNC Symbol;Acc:6667]
ENSG00000198673	338811	FAM19A2	12	62102040	62672931	-1	protein_coding	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2 [Source:HGNC Symbol;Acc:21589]
ENSG00000198674	NA	OR10G6	11	123864870	123865868	-1	protein_coding	olfactory receptor, family 10, subfamily G, member 6 [Source:HGNC Symbol;Acc:14836]
ENSG00000198677	9652	TTC37	5	94799599	94890711	-1	protein_coding	tetratricopeptide repeat domain 37 [Source:HGNC Symbol;Acc:23639]
ENSG00000198680	286319	TUSC1	9	25676396	25678856	-1	protein_coding	tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:31010]
ENSG00000198681	4100	MAGEA1	X	152481522	152486115	-1	protein_coding	melanoma antigen family A, 1 (directs expression of antigen MZ2-E) [Source:HGNC Symbol;Acc:6796]
ENSG00000198682	9060	PAPSS2	10	89419370	89507462	1	protein_coding	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:8604]
ENSG00000198685	23434	C3orf27	3	128290843	128294929	-1	protein_coding	chromosome 3 open reading frame 27 [Source:HGNC Symbol;Acc:17099]
ENSG00000198689	10479	SLC9A6	X	135067598	135129423	1	protein_coding	solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6 [Source:HGNC Symbol;Acc:11079]
ENSG00000198690	22909	FAN1	15	31196055	31235311	1	protein_coding	FANCD2/FANCI-associated nuclease 1 [Source:HGNC Symbol;Acc:29170]
ENSG00000198691	24	ABCA4	1	94458393	94586688	-1	protein_coding	ATP-binding cassette, sub-family A (ABC1), member 4 [Source:HGNC Symbol;Acc:34]
ENSG00000198692	101060318	EIF1AY	Y	22737611	22755040	1	protein_coding	eukaryotic translation initiation factor 1A, Y-linked [Source:HGNC Symbol;Acc:3252]
ENSG00000198692	9086	EIF1AY	Y	22737611	22755040	1	protein_coding	eukaryotic translation initiation factor 1A, Y-linked [Source:HGNC Symbol;Acc:3252]
ENSG00000198700	55705	IPO9	1	201798269	201853422	1	protein_coding	importin 9 [Source:HGNC Symbol;Acc:19425]
ENSG00000198704	257202	GPX6	6	28471073	28495992	-1	protein_coding	glutathione peroxidase 6 (olfactory) [Source:HGNC Symbol;Acc:4558]
ENSG00000198707	80184	CEP290	12	88442793	88535993	-1	protein_coding	centrosomal protein 290kDa [Source:HGNC Symbol;Acc:29021]
ENSG00000198711	NA	SSBP3-AS1	1	54703710	54704736	1	protein_coding	SSBP3 antisense RNA 1 [Source:HGNC Symbol;Acc:32328]
ENSG00000198715	112770	C1orf85	1	156259880	156265463	-1	protein_coding	chromosome 1 open reading frame 85 [Source:HGNC Symbol;Acc:29436]
ENSG00000198718	23116	FAM179B	14	45431411	45543634	1	protein_coding	family with sequence similarity 179, member B [Source:HGNC Symbol;Acc:19959]
ENSG00000198719	28514	DLL1	6	170591294	170599561	-1	protein_coding	delta-like 1 (Drosophila) [Source:HGNC Symbol;Acc:2908]
ENSG00000198720	124930	ANKRD13B	17	27916787	27941779	1	protein_coding	ankyrin repeat domain 13B [Source:HGNC Symbol;Acc:26363]
ENSG00000198721	10455	ECI2	6	4115923	4135831	-1	protein_coding	enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:14601]
ENSG00000198722	10497	UNC13B	9	35161999	35405335	1	protein_coding	unc-13 homolog B (C. elegans) [Source:HGNC Symbol;Acc:12566]
ENSG00000198723	374877	C19orf45	19	7557862	7573336	1	protein_coding	chromosome 19 open reading frame 45 [Source:HGNC Symbol;Acc:24745]
ENSG00000198728	8861	LDB1	10	103867317	103880210	-1	protein_coding	LIM domain binding 1 [Source:HGNC Symbol;Acc:6532]
ENSG00000198729	81706	PPP1R14C	6	150464212	150571493	1	protein_coding	protein phosphatase 1, regulatory (inhibitor) subunit 14C [Source:HGNC Symbol;Acc:14952]
ENSG00000198730	9646	CTR9	11	10772534	10801290	1	protein_coding	CTR9, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:16850]
ENSG00000198732	64093	SMOC1	14	70320848	70499083	1	protein_coding	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:20318]
ENSG00000198734	2153	F5	1	169483404	169555826	-1	protein_coding	coagulation factor V (proaccelerin, labile factor) [Source:HGNC Symbol;Acc:3542]
ENSG00000198736	51734	MSRB1	16	1988211	1993327	-1	protein_coding	methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:14133]
ENSG00000198739	347731	LRRTM3	10	68685764	68859588	1	protein_coding	leucine rich repeat transmembrane neuronal 3 [Source:HGNC Symbol;Acc:19410]
ENSG00000198740	22834	ZNF652	17	47366568	47439835	-1	protein_coding	zinc finger protein 652 [Source:HGNC Symbol;Acc:29147]
ENSG00000198742	57154	SMURF1	7	98625061	98741723	-1	protein_coding	SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:16807]
ENSG00000198743	6526	SLC5A3	21	35445870	35478559	1	protein_coding	solute carrier family 5 (sodium/myo-inositol cotransporter), member 3 [Source:HGNC Symbol;Acc:11038]
ENSG00000198746	63906	GPATCH3	1	27216979	27226957	-1	protein_coding	G patch domain containing 3 [Source:HGNC Symbol;Acc:25720]
ENSG00000198750	729438	GATSL2	7	74807499	74867509	-1	protein_coding	GATS protein-like 2 [Source:HGNC Symbol;Acc:37073]
ENSG00000198750	389523	GATSL2	7	74807499	74867509	-1	protein_coding	GATS protein-like 2 [Source:HGNC Symbol;Acc:37073]
ENSG00000198752	9578	CDC42BPB	14	103398716	103523799	-1	protein_coding	CDC42 binding protein kinase beta (DMPK-like) [Source:HGNC Symbol;Acc:1738]
ENSG00000198753	5365	PLXNB3	X	153029651	153044801	1	protein_coding	plexin B3 [Source:HGNC Symbol;Acc:9105]
ENSG00000198754	64064	OXCT2	1	40235195	40237020	-1	protein_coding	3-oxoacid CoA transferase 2 [Source:HGNC Symbol;Acc:18606]
